video_id,title,description,channel,published_at,duration,views,likes,comments,channel_id,category_id,language
HmlHnEKiaQA,Je fais des podcasts à l'ancienne genre Cyprien !,"Quand je dis à des gens que je fais des vidéos sur YouTube, on me sort toujours la même chose...",120,2025-07-23T15:00:36Z,PT35S,264089,7810,32,UCSc6-tibHhQrMycThRDnOYw,24,fr
pEQiARQkKvE,NZAKORA AKANJYE _RWABIGWI CYPRIEN( OFFICIAL music VIDEO ),NZAKORA AKANJYE _RWABIGWI CYPRIEN( OFFICIAL music VIDEO ),Rwabigwi ,2026-01-23T08:35:21Z,PT5M59S,5000,153,32,UCksxblQjjS60eYuIkpCmfgg,10,en
tDHiDHbO9l0,벚꽃 만개한 후지산 근황🌸✨ #fujisan #mtfuji #후지산 #富士山#sengenpark #센겐공원 #浅間公園#cherryblossom #벚꽃 #桜#fujiyoshida,,subtitle tokyo,2025-04-19T09:49:53Z,PT15S,1992,31,2,UCh_yNXFppfQ0D58W6j_3xmQ,22,ko
DV71qEt1j34,Fujisan Hongu Sengen Taisha Shrine   4K,,Jay Martin,2025-08-07T10:46:51Z,PT9M53S,413,7,0,UCbh1CI_dWr0nAKjZyFuvGJw,1,und
3eC0iaX8dTE,Fujiyama full Sunrise || Japan Fujisan 16k,"Experience the peaceful beauty of a sunrise at Mount Fuji – filmed in breathtaking 16K resolution. As the first light of the day appears, the sky slowly turns into soft shades of gold and orange while the majestic Fujiyama rises in the background. Thanks to the ultra-high 16K detail, every ray of light and every texture of the landscape becomes visible in stunning clarity.",Experience Nature,2025-12-30T19:23:06Z,PT1H3M8S,6,0,0,UCYS7y15s4a6Ey8D8CgAKdkA,22,de
TzCDoL7GGy4,JE SUIS PAS CONTENT !,"La vidéo que tu cherches est ici : https://youtu.be/KSQEnxZId9Y
#cyprienlive #shorts #twitchfr #twitch #humour #cyprien",L'autre chaîne de Cyprien,2025-04-30T16:30:10Z,PT53S,503085,18557,106,UCi7MkdJLwvV99438YeUhZeg,24,fr
ygF1OQbI49Q,Mount Fuji just casually showing off.....#MountFuji #FujiSan #HakoneViews #JapanTravel #ScenicJapan,"Mount Fuji view from Hakone..... 
#MountFuji #FujiSan #HakoneViews #JapanTravel #ScenicJapan #CableCarViews #TravelReels #WanderlustJapan #MountainMagic #ReelNature #PeacefulViews #NatureLovers #MajesticMountains #ReelTravel #HiddenJapan #InstaTravel",Coconut Tea,2025-07-30T10:13:09Z,PT23S,1506,9,0,UCWc3rlO86LQ4ocAOlhdn7ag,22,en
Zi0-3Y7v_jk,여름 후지산 그리고 반전세계✨ #mtfuji #fujisan #후지산 #富士山 #🗻#bigstonepark #오이시공원 #大石公園,,subtitle tokyo,2025-07-26T14:46:58Z,PT9S,2045,14,0,UCh_yNXFppfQ0D58W6j_3xmQ,22,ko
u5BgfoqhoNE,Cyprien tombe sous le charme d'Orlane !  Regardez…  #12coupsdemidi,"🌟 Les #12CoupsdeMidi, c'est tous les jours dès 11h50 sur TF1 & TF1+

🌟 Plus de 𝗟𝗲𝘀 𝟭𝟮 𝗰𝗼𝘂𝗽𝘀 𝗱𝗲 𝗠𝗶𝗱𝗶 en streaming sur TF1+ https://www.tf1.fr/tf1/les-douze-coups-de-midi

Les jeux inclus dans ce programme diffusé en 2025 sont fermés",Les 12 Coups de Midi,2026-01-16T15:01:42Z,PT1M38S,192273,3701,121,UCwfQI2hGRh0t1SQMHYVHSrg,24,fr
ZikqqaPFw9I,"Vélo 0 sec, Cyprien embarrassé",#cyprienlive #shorts #twitchfr #twitch #humour #cyprien,L'autre chaîne de Cyprien,2025-02-19T17:30:08Z,PT1M10S,372950,15233,60,UCi7MkdJLwvV99438YeUhZeg,24,fr
-oD6NyoD0Dk,🇯🇵 Morning cycling near Mount Fuji #japan #fujisan,"Early morning in Kawaguchiko, Japan. The air was cold and crisp. Mount Fuji stood majestically against the dawn sky. While cycling through the narrow roads, I crossed paths with a local elder on his morning walk. A simple nod. Mutual respect. Two people from different generations, different cultures, different worlds—sharing the same mountain, the same sacred morning.
This is what solo travel is really about. Not finding answers, but finding permission to feel. To exist in the presence of something greater. To be acknowledged by a stranger with simple human respect.
Sometimes the most profound travel moments happen in silence.

📍 Location: Kawaguchiko, Yamanashi, Japan
🚴 Solo cycling through Japan
🗻 Mount Fuji views

🇮🇳 Indian solo traveler exploring the world 🌍
 Currently: Singapore to Japan 🇯🇵
 Finding magic in unexpected moments ✨""

#travel #traveltok  #wanderlust #bucketlist  #hiddengems  #beautifuldestinations  #culturalheritage  #indiatraveller #incredibleindia  #indiantravelblogger  #cinematicshorts  #travelfilms  #cinematography #filmlook #villagelife  #naturelovers #historicplaces  #travelcinematography #heritagesite #explorepage  #travelreels  #traveltheworld  #traditionaljapanesehairstyle  #asiatravel  #worldheritage #travelphotography  #fypシ #japan",bhoktin,2025-12-04T14:37:29Z,PT16S,1283,10,1,UC-7tbBYod1StIUYeaFqysSw,19,ja
-3hNt-BfKEQ,my dream finally came true (˶ˆᗜˆ˵) #Mtfuji #fujisan #fujisanview #mtfujiview #japantravel #japan,#Mtfuji #fujisan #fujisanview #mtfujiview #japantravel #japan #japantok #kawaguchiko #traveltiktok #sony #cinematic #shotoniphone #iphonevideo #iphonevideography #shotoniphone16pro,kyle cudal,2025-03-12T18:10:45Z,PT33S,462,14,1,UCjRNB8lrOOIbXqyaaSTNWZQ,22,en
YV_ftiJJ2FU,Fujisan from Kamakura beach #fuji #travel #foryou #Japan #Kamakura,,The Path Tales,2026-01-24T05:29:48Z,PT22S,655,4,0,UCfPFRGU9p7gEkJrZogc2fxw,22,nl
xN6biwjlha4,#shorts #fujisan #富士登山 #菊屋 #PEPPU #嘘みたいな本当の話 #キレイキレイ,,PEPPUの嘘みたいな本当の話,2025-08-16T22:01:02Z,PT30S,5535,12,0,UCtLNRtvQSCj88OzvqabHRpQ,22,ja
BcHIEAChtg0,Je juge les films préférés de CYPRIEN !,"Profitez de 83% de réduction sur CyberGhost VPN sur https://www.cyberghostvpn.com/Regelegorila2
Vous bénéficierez de 4 mois gratuits ! L'offre est valable pour une durée limitée.

Pour trouver les films et séries que vous voulez, je vous recommande ce site internet :
- https://www.streamwithvpn.com

Suivez-moi sur tous mes réseaux : https://linktr.ee/regelegorila

00:00 • Film 1
03:31 • Film 2
05:50 • Film 3
07:54 • Film 4
08:47 • Film 5
11:35 • Film 6
13:38 • Film 7
14:17 • Film 9
16:49 • Film 10
19:14 • Film 11
19:57 • Film 12
22:52 • Film 13

Critique et analyse de :
- Old Boy
- Sympathy for Mr. Vengeance
- Lady Vengeance
- Akira
- Memories
- Paprika
- Her
- Synecdoche, New-York
- The Lobster
- Whiplash
- Amadeus
- Phantom of the Paradise

#Cyprien #Critique #Film

Miniature, bannière et décor faits par : spiderniels (sur tous les réseaux)
Animation introduction des critiques par : @faure.alexandre_ (sur Instagram)",Regelegorila,2025-08-19T16:00:27Z,PT26M13S,76644,3705,128,UCouHAi3jWpC8lAqsoeM_zOA,24,fr
ScJ3juLfpLg,Thanh lý xe đạp mini Fujisan G300 xanh ls,Tiếp tục lên cho chị em mẫu xe mini Fujisan G300 thanh lý giá rẻ như cho. Mua là hdpe luôn! #hellobike #fujisan #fujisang300 #xedapmini #xedapnu,Xe Đạp Thể Thao HelloBike,2026-01-19T14:30:04Z,PT1M7S,1819,5,0,UCRu0Cy9XXqVyaI0XJZ3PbOg,22,vi
HpJ7StTVhj0,#Fujisan Yumeno Ohasi Bridge#Japan #Travel#Tours#,,Brando’s Place,2025-07-04T13:08:22Z,PT1M50S,1029,3,2,UCqy_acVlO_5Vx3e07dP6cXQ,22,ja
6HfSA5uYs4c,Cyprien et Squeezie ont créés leur propre iPad ! #squeezie #cyprien #skibiditoilet,,Léo - TechMaker,2024-08-23T17:29:59Z,PT1M1S,61146,5084,70,UCRhyS_ylPQ5GWBl1lK92ftA,28,fr
dfD6ouzeI5k,Tour of Japan 2024 Stage 6 FUJISAN,"#tourofjapan #2024toj #ロードレース 
Tour of Japan 2024 第6ステージ 富士山
富士スピードウェイ西ゲート→東京五輪タイムトライアルコース→小山町須走支所→ふじあざみライン
（パレード 3.7km） 7.8km + 11.5km x 3 周 + 7.6km + 16.7km =66.6km

この大会は競輪の補助を受けて実施しました。
競輪の補助事業URL：https://www.jka-cycle.jp/",BPAJ ch,2024-05-24T05:18:24Z,PT3H29M2S,44291,0,0,UCR4PD-WF_TbbdKUOV1lxa6w,17,ja
9tt5r84LgtA,Cyprien rafle encore 10 000 € ! | Best-of | Les 12 Coups de Midi,"Cyprien continue son incroyable parcours dans Les 12 Coups de Midi ! 🎉
👉 Il ajoute 10 000 € de plus à sa cagnotte déjà impressionnante… et prouve qu’il est inarrêtable !
Revivez ce moment fort en émotions où il rafle tout sous les yeux de Jean-Luc Reichmann et du public ! 

🌟 Plus de 𝗟𝗲𝘀 𝟭𝟮 𝗰𝗼𝘂𝗽𝘀 𝗱𝗲 𝗠𝗶𝗱𝗶 en streaming sur TF1+ https://www.tf1.fr/tf1/les-douze-coups-de-midi


Les jeux inclus dans ce programme diffusé en 2025 sont fermés",Les 12 Coups de Midi,2025-10-02T16:00:25Z,PT7M2S,6674,69,15,UCwfQI2hGRh0t1SQMHYVHSrg,24,fr
q8O-mlxPits,富士山🤩🗻#日本 #富士山 #japan #travel #fujisan #trendingshorts,,JAPAN MOMENTS,2025-05-25T11:56:46Z,PT24S,1311,10,0,UCiTjf3VQVEYjmFdrobe-Shw,2,ja
yt_Y6aMIl0o,BƠM CHÌM FUJISAN 22KW(30HP) 3PHA 380V.(ZALO)0914149955.#bomchimFujisan #DaubomFujisan #Tungygialai,,"MÔ TƠ NHẬT BÃI RIN,ĐẸP !",2026-01-25T05:28:18Z,PT1M9S,12,0,0,UCg7OeEthpsizDdX00sajJfA,22,vi
gXkkOoZuUiY,La réunion des jeux de société,,Cyprien,2024-12-10T17:32:54Z,PT44S,1688778,92390,251,UCyWqModMQlbIo8274Wh_ZsQ,23,fr
8FgL9bfhmeM,C’est quoi ton jeu de société préféré ?,,Cyprien,2024-12-07T14:06:04Z,PT40S,399717,27784,290,UCyWqModMQlbIo8274Wh_ZsQ,23,fr
J7SCSHDbrf4,本年もよろしくお願いします! #お出かけ#fujisan #富士山 ＃富士川SA,新年の挨拶 富士山が綺麗でした,しずミト チャンネル,2026-01-02T09:04:13Z,PT9S,2161,10,0,UC3tcpX6tormkALABxISU2Ow,22,ja
NWmA1AFY42Y,Every road leads to Fuji 🗻✨#japan #fuji #fujisan #mtfuji #富士山 #viral #trending #foryou,,Life With Bunny Boy 🇯🇵,2025-12-26T08:57:43Z,PT19S,2878,60,83,UCHxVR8mvK6a3n49OhRE3vfw,22,en-GB
zxAZF8vPwCY,Fuji-san view on a sunny day…!!! #japan #tokyo #mountfuji,"Fuji-san view on a sunny day…!!!
#japan #tokyo #shizuoka #mountfuji #fujisan #view #sunnyday #fuji #highestmountain #japantravel #beautifuljapan #viralreels #japanlife #viralshort #travel #touristattraction #japantrip #japantourism #tokyotravel #nature #naturelovers #mountain #highestmountain",Lost In Japan,2025-02-24T08:11:55Z,PT11S,628,14,0,UC4jhVoW7cU1lggColo8ZP2Q,19,ja
qqeJna5lxv0,Squeezie dévoile un secret sur cyprien part1 #shorts #twitch #inspiration #squeezie #cyprien #clips,"💫 Commente, like et abonnes toi 🔔 CLIQUE SUR LA CLOCHE ! (merci ❤)

Pastelboy react twitch clips 

Squeezie dévoile un secret sur cyprien #shorts #twitch #inspiration #squeezie #cyprien #twitchfr #clips #pastelboy #news

Source: 
cliquetv

🎹 Music Outro: Pastelboy - produit par Pastelboy.

_____________

_____________

⚡ SOCIALS:

Twitter: https://twitter.com/PastelboyFR

Discord: Pastelboy#8917
https://discord.gg/D7AaMckM2T
_____________

📌 NETWORK AND FRIENDS :

Pastelboy - Twitch clips World
https://www.youtube.com/c/PastelboyTwitchclipsWorld

Pastelboy - Twitch clips France:
https://www.youtube.com/channel/UCorH4C4rC_UfJeNPDwGii2w

_____________

✅ CONTACT: jeantricoti@gmail.com",PASTELBOY NEWS,2022-10-21T13:13:31Z,PT57S,3243859,123084,457,UCHp0dG6Tvb9UoXdSxagldYw,22,fr
3M8zFIodcS0,Fujisan❤️ #japan #arigato #tokyo #tokyo2024 #travel #mountfuji #fujisan #hakone #mountains #nihongo,Holy Fuji 🫶🏻,The Explorer!!,2024-10-02T23:58:20Z,PT8S,198,7,0,UCz8JsEKDdffohh0d6P0Pfsg,22,en
GbTSDxdtI9E,Cyprien - ma vie de papa,"L’accouchement, le premier sourire, son premier kill sur Fortnite, je vous raconte tout sur mon fils. Alors, vous le trouvez mignon ? 👶

Avec, Benoit Blanc, Allison Chassagne, Marion Creusvaux, Adrien Ménielle, Jérémie Déthelot, Cyprien Iov
Écrit et réalisé par Cyprien Iov
Assistante mise en scène - Eléna Bultot
Directrice de production - Eléna Bultot
Directeurs de la photographie - Augustin Bayle, Antoine Guibert
Assistant caméra - François Gaudière
Lumière - Mathieu Bobin, Valentin Bureau, Elie Elfassi
Son - Adrien Brizard, Colin Prum
Déco - Lucie Guillaume, Guillaume Marie, Margo Durance
Costumes - Charline Graffeuil, Marie Credou
Maquillage - Élodie Muller, Sarah Machal
Régie - Arnaud Sagaert, Richard Gonzales, Ingrid Holley
Chargée de figuration - Maya Sarac
Montage - Florian Hautekiet
Etalonnage - Augustin Bayle
Mixage - Clément Maurin
Graphiste miniature - Julien Egea

Un grand merci à nos participants : Alexandre, Julie, Ryan et Jeanne ainsi qu’à Amélia, Zoé, Léonard, Gabriel et leurs parents.

Remerciements - Pleine Image, DCA, Cininter, Dinosaures, Logifilm, Ada, Nestor, Paul De Kock, Cauvy, Les mauvais garçons, Eurocostumes, Les 2 ailleurs & Co, ASMB,  le Studio 51 et The Trip - escape game.

Il paraît qu’il y a une vidéo cachée à un moment 🤷‍♂️",Cyprien,2023-06-04T15:00:09Z,PT10M15S,3824147,296173,4332,UCyWqModMQlbIo8274Wh_ZsQ,23,fr
ZO0CObyHXY8,Je fait un prank à @cyprien #cyprien #prankvideo #youtubeshorts #youtubeurfr #youtuber #pranks #omg,Je fait un pranck à Cyprien (Wilane wiwi),Wilane Wiwi,2026-01-25T12:41:00Z,PT16S,32,0,0,UCpnexoV5x3WbcHpnWkBImzw,20,fr
9giZF-PwtIc,Épopée d'une lutte mensongère d'un siècle #politics  #congo  #information,,KWETU 1,2026-01-23T12:38:06Z,PT2M42S,8552,371,39,UCLnO15drrM1XWIz8lm3bb0A,22,fr
az_ZjhP5JM4,"🇯🇵Kawaguchiko, Japan #fujisan #mtfuji#kawaguchiko #yamanashi #japan",,Chatchawan Monthatipkul,2025-11-25T08:36:47Z,PT8S,2553,6,0,UCJofo41-BwBGYS_cwhPspzQ,22,ja
vSZh23SezOU,#shorts  # #登山 #fujisan #富士登山 #須走ルート #PEPPU #嘘みたいな本当の話,,PEPPUの嘘みたいな本当の話,2025-08-15T12:01:45Z,PT28S,2891,11,0,UCtLNRtvQSCj88OzvqabHRpQ,22,ja
-hABC_vyyp4,【富士山フェスタ】日本最高峰のイベント「FUJISAN FESTA」のタノシミカタ完全ガイド！｜植物イベント｜多肉植物｜塊根植物｜アガベ｜パキポディウム｜サボテン,"チャンネル登録はこちら→ https://www.youtube.com/@BestLeisure/?sub_confirmation=1

11月の富士山フェスタイベントレポート🗻
全ブースはさすがに撮影できませんでしたが、魅力はたっぷり込められてるんじゃないかと思いますので是非とも次回開催の際は足を運んで見てください👍
超気合い入れて作ったので是非お手隙の際にご覧いただけると！

■「FUJISAN FESTA」について
　公式アカウント：https://www.instagram.com/fuji_taniku/

　【開催場所】
　富士山めっせ（新富士）
　【開催日時】
　2025年11月3日 9時〜15時30分

■チャプター&SNS情報
0:00 OP
00:37 Introduction
02:07 開場前の雰囲気
02:34 けいちょろりん
https://www.instagram.com/keichororin0716/

03:51 カクタス長田
https://www.instagram.com/cactusosada/

05:25 KURUKI HOUSE
https://www.instagram.com/kurukihouse/

06:42 17 BOTANICAL BASE
https://www.instagram.com/17_botanical_base.yasu/

07:54 Plant Brothers
https://www.instagram.com/plantbrothersi/

09:41 The One
https://www.instagram.com/the_one_plants/

10:48 小穴プランツ
https://www.instagram.com/fouqu_ieria

12:07 鉢乃木屋
https://www.instagram.com/hachinokiya/

16:20 district A
https://www.instagram.com/district_a_meguro/
https://www.instagram.com/alterplantz/

18:35 塊根愛好会
https://www.instagram.com/kaikon_aikokai/

19:46 ハラゴシラエ＆ヒルキュウケイ

20:43 GREEN HEADS NURSERY
https://www.instagram.com/green_heads_nursery/

21:55 MEME
https://www.instagram.com/meme_products_2023/

27:17 LIBARAN PLANTS
https://www.instagram.com/libaran_plants/

29:21 North Farm Spine Shop
https://www.instagram.com/northfarm_spine_shop/

31:41 yzs base
https://www.instagram.com/yzs_base/

32:52 Soil Skills Design
https://www.instagram.com/ssd_keydw/

33:49 BWOOCRAFT PLANTS
https://www.instagram.com/bwoocraftplants/

34:57 グランカクタス
https://www.instagram.com/grancactus/

36:35 Plants Greed
https://www.instagram.com/plantsgreed/

40:18 Conclusion


#植物イベント
#塊根植物
#多肉植物
===================
SNS
===================
【X（Twitter）】
https://twitter.com/BestLesure_A
【Instagram】
https://www.instagram.com/best.leisure/
【threads】
https://www.threads.net/@best.leisure
【Mail】
the.best.leisure@gmail.com

===================
使用機材
===================
SONY α7CII
https://amzn.to/4jZqj60
SONY FE 24mm F2.8 G Gレンズ
https://amzn.to/4jIlmP5
Xiaomi 14 Ultra（サブ）
https://amzn.to/4lVpRXZ
Velbon x Coleman スリム三脚
https://amzn.to/3PFOFlJ
SONY ECM-M1
https://amzn.to/42YXzU5
===================
動画化関連ソフトウェア 
===================
動画編集ソフト - Final Cut Pro -
https://www.apple.com/jp/final-cut-pro/
カラーグレーディング - dehancer
https://www.dehancer.com/
BGM - Epidemic Sound
https://www.epidemicsound.com/

※上記の製品URLは一部Amazonアソシエイト・楽天アフィリエイトのリンクを使用しています。
※上記リンクからご購入いただいた場合、皆さんへの追加費用負担などは発生しません。",BestLeisure / Atsuya,2025-11-05T09:00:01Z,PT41M43S,9853,123,12,UC-af2HsoacNBY7oJ1ifMWLQ,24,ja
1Np8Mp0FAC0,가와구치코 로프웨이 전망대뷰 #fujisan #shizuoka #mtfuji #가와구치코호수#kawaguchiko #후지산#후지산여행#가와구치코호수 #시즈오카여행#시즈오카#야마나시,,Paulwalker07  ,2026-01-25T07:44:21Z,PT9S,265,2,0,UCVb2M9IETAfItzONNY5z0dA,22,ko
hAoPC1O8Sxo,富士山 #nature #自然 #富士山 #fujisan #日本 #japan #東京 #tokyo #mountains #shorts,,Rebecca's chill life ,2025-03-06T07:04:38Z,PT7S,1360,18,2,UC6ltoFDzIRjprtxLP49cOMg,22,en
1zhHM9DL7pE,#富士山 #fujisan #mountains #山梨県 #beautiful #shorts #日本🗾 #viralvideo,,Baba Explores Japan,2025-03-06T00:06:41Z,PT31S,433,11,0,UCAiGTIq-Ym8pVSd743nts9g,22,ja
ZTPdqxIdnaU,【Must Visit in Japan】📍Gotenba #mtfuji #japan #fujisan #travel,,seLenA / aNdU,2025-11-19T16:18:44Z,PT22S,1633,43,0,UCNEdOqMU_JmdGSn9TJg5e_g,22,ja
PSTxprlEyT4,🎥 Les Pubs vs La Vie - 👤 Cyprien #viral #fyp #clips #cyprien #humor,,Hater Des vagues,2026-01-23T17:19:56Z,PT1M13S,5,0,0,UCPoau02cK-PleHuOH_EzxbA,20,fr
MxSgps3Hm1I,12 Coups de Midi Cyprien éliminé pendant les enregistrements?,,CHASSEUR 2 NEWS,2025-12-27T06:38:57Z,PT1M10S,1832,24,16,UCjM1MSCmrYf7BdH4RnxLQZw,24,fr
HKtbf9Sqrdc,Pemandangan Gunung Fuji dari pesawat #fuji #fujisan #japan,,Fenimarga,2025-03-14T06:57:23Z,PT10S,896,22,0,UCox_Yu0vBjyYR6DVTwseN2A,24,en
ogkwFd2Rh-8,本当に夢なの？ #富士山 #fuji #japan #japantravel,,Travel With Koi ,2026-01-23T08:20:03Z,PT42S,1080,16,0,UCc8jbbNKXsL2DFUPuVpVF5A,19,en-US
TgITAd-FtBg,Fujisan and fujispeedway view from above 🚁 #airos #japan #fujispeedway #fujisan,,Paratut Official,2025-12-06T23:15:33Z,PT18S,1582,17,0,UC1kynHZgMjfFdAGqBFVW3MQ,22,und
SaK8LrSHg1c,Khám phá Honda Super Cub Fujisan vừa ra mắt đẹp lắm nha anh em ơi #tinxe #supercub #fujisan #2banh,,2Banh.vn,2025-10-27T12:01:02Z,PT1M29S,3254,28,1,UCSieZli_bnudzHNx1bDAVIw,2,vi
E_uwNS0NswE,Fail Minecraft de Cyprien,#cyprienlive #shorts #twitchfr #twitch #humour #cyprien,L'autre chaîne de Cyprien,2025-11-05T17:30:09Z,PT39S,188242,5740,92,UCi7MkdJLwvV99438YeUhZeg,24,fr
PbNmY63JP04,l'Outfit légendaire de Cyprien,#cyprienlive #shorts #twitchfr #twitch #humour #cyprien,L'autre chaîne de Cyprien,2025-08-20T16:00:47Z,PT29S,93044,1974,14,UCi7MkdJLwvV99438YeUhZeg,24,fr
gNHwlfjfaFo,(Bande Annonce) Fujisan no Kaze - Le vent du mont Fuji,"Découvrez le film de cette aventure sur https://www.fujisannokaze.com

Réalisateur : Stéphane Schittek – KOUA
Production : ASSOCIATION NO DIFFERENCE, KOUA PROD
Photographe : Aldo Viola

Film documentaire qui raconte l’exploit exceptionnel de Lucie Retail, une femme quadri-amputée ayant atteint le sommet du mont Fuji en juillet 2025.

Le réalisateur a suivi Lucie et son entraîneur Claudio Alessi durant un an dans leur préparation minutieuse, tant physique que mentale.

Lucie, malgré de fortes contraintes et ses limitations physiques apparentes, a su surmonter les obstacles pour atteindre son objectif hors normes fixé à 3776 mètres d’altitude, le 4 juillet 2025. 

Accompagnée sur le terrain par Claudio Alessi, cofondateur de l’association No Difference, elle est devenue en 2025 la première personne quadri-amputée à atteindre le sommet du mont Fuji.

Cette aventure restera une source d’inspiration pour tous ceux qui croient en leurs rêves et qui sont prêts à se battre pour les réaliser en cassant leurs propres limites.

« Je ne monte pas sur une montagne
pour prouver quelque chose.
Je monte pour comprendre ce que je suis.
Et ce que je peux encore devenir. »",KOUA PROD,2025-09-30T15:13:56Z,PT1M18S,52,1,0,UCuxXGQIOnbN9GNCSCcckUHg,22,fr
J3GLmuqu41o,12 Coups de Midi Cyprien empêché de trouver Raphael quenard le retour du sourire hypocrite,,TELEKIFF officiel,2026-01-21T12:01:45Z,PT2M13S,880,23,12,UCU3C2b2_Er3GnJbLwGc83mg,22,fr
ocPKgyakEiU,Je vous dis toute la vérité (ma plus longue FAQ),"Précommandez ma BD ici ➡️ https://www.lepireguide.com

La meilleure vidéo de ma chaîne ➡️ https://www.youtube.com/watch?v=fXgVdsswUsQ",Cyprien,2025-06-25T16:33:29Z,PT18M30S,1569255,85956,1829,UCyWqModMQlbIo8274Wh_ZsQ,23,fr
6p-qq61T-as,Cyprien Sarrazin wins Kitzbühel 2024 (ORF),Abfahrt am Samstag,Wintersport TV,2024-01-20T11:20:14Z,PT2M29S,352817,1311,45,UCi3r8u5_z7Irwci9cijekDg,22,de
1gchYSiKw-c,L'Héritage Goldman avec Cyprien - Envole moi (Live) - Le Grand Studio RTL,"Invité du ""Grand Studio RTL""  L'Héritage Goldman avec Cyprien interprète  "" Envole moi "". 
""Le Grand Studio RTL"" est une émission présentée par Eric Jean-Jean. 
Retrouvez la page RTL du ""Grand Studio RTL"" : http://bit.ly/1xPAJK5
Retrouvez la page Facebook du ""Grand Studio RTL"" : http://on.fb.me/16EPNzX",Le Grand Studio RTL,2023-03-01T11:00:02Z,PT3M17S,5768,62,3,UCgV3BrTfrpZXBGctkWdiulQ,24,fr
9vhgx8Mm5xM,"La remontada de Cyprien, il fait gagner 20 000e à un téléspectateur ! 😍","🌟 Les #12CoupsdeMidi, c'est tous les jours dès 11h50 sur TF1 & TF1+

🌟 Plus de 𝗟𝗲𝘀 𝟭𝟮 𝗰𝗼𝘂𝗽𝘀 𝗱𝗲 𝗠𝗶𝗱𝗶 en streaming sur TF1+ https://www.tf1.fr/tf1/les-douze-coups-de-midi

Les jeux inclus dans ce programme diffusé en 2025 sont fermés",Les 12 Coups de Midi,2025-11-09T15:00:17Z,PT2M3S,35703,779,21,UCwfQI2hGRh0t1SQMHYVHSrg,24,fr
OEznh95UoiU,J'ai participé au 12 coups de midi... (Ft Cyprien),"Aujourd’hui, je vous raconte mon incroyable aventure aux 12 Coups de Midi ! 

Dans cette vidéo, je vous embarque dans les coulisses complètes de ma participation à l’émission de TF1, depuis le tout début jusqu’à ma réaction après mon passage !

C’est un reportage 100 % authentique, avec mes émotions, mes galères, mes fous rires et tout ce qu’on ne voit pas à la télé !
Si vous avez toujours voulu savoir comment on devient candidat aux 12 Coups de Midi, ou si vous rêvez d’y participer un jour, cette vidéo est faite pour vous !

Timeline 
00:00 INTRODUCTION
01:27 LE CASTING
03:11 L'ENTRAINEMENT
05:10 LE JOUR-J
06:30 LE REACT

Remerciement ✨ 

⟡ Cyprien (LE MAÎTRE DE MIDI)

⟡ Instagram personnel : @cyp.fhr
⟡ Instagram association : @islejoyeuse._
⟡ TikTok : @cyp_fhr

⟡ Réalisation : Stamina & Toufu
⟡ Participant : Corentin
⟡ Motion Design : Dartex
⟡ Montage : Toufu
⟡ Graphisme : Toufu

⟡ Remerciements : Jean-Luc Reishmann, l’équipe Endemol France & TF1 pour les images et la participation. À ma grand mère, ma sœur, ma mère & John pour l’accompagnement!


➜ Snap : @Leom.mg
➜ Instagram : https://www.instagram.com/toufuoff/
➜ Twitter : https://twitter.com/ElToufuuu
➜ TikTok : https://www.tiktok.com/@toufuoff",Toufu,2025-10-25T15:00:50Z,PT25M17S,16431,1119,84,UCihath6qvmtXFT0SPrRYYDA,23,fr
