video_id,title,description,channel_id,category_id,language,channel,published_at,duration,views,likes,comments,Engagement total,Taux d'engagement (%),duration_td,Durée (s)
BicHLXgCm7I,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCrQs9GscajzIi0Oho8OmCsw,22,en,Baade Elise,2026-01-22T14:13:25Z,PT58S,991,8,0,8,0.8072653884964682,0 days 00:00:58,58
UrwvyyY7isk,#pourtoi #eliotlehanneur #sketch #videodrole #fake #humour #drole,,UCxWzn_77HrYQiEA6ArD9FGg,22,fr,Rumfola Lepretre,2026-01-06T08:45:50Z,PT59S,538634,12913,7,12920,2.3986603147963184,0 days 00:00:59,59
IdmuXbmfGV4,Copine vs console 😂 | PEP's #shorts #peps #humour,"🔔 Abonne toi pour ne pas manquer les épisodes de PEP's 👉 https://www.youtube.com/channel/UChprwvHP1skYhNV6gtqubjw

Les élèves désespèrent les profs, qui exaspèrent les parents, qui insupportent les profs, qui gonflent les élèves, qui mentent à leurs parents...
Qu'on la déteste ou qu'on en garde un merveilleux souvenir, qu'on y travaille ou qu'on y emmène ses enfants, qu'on veuille la supprimer ou la réinventer, l'école fait partie intégrante de notre vie…et ne laisse personne indifférent !

🎬 Retrouve tous les épisodes ici 👉https://www.youtube.com/playlistlist=PLCs1SQLq0WK0f07JGNZOfARwIub4uZn3c

#shorts #peps #humour",UChprwvHP1skYhNV6gtqubjw,23,fr,Total Series,2025-11-26T16:00:30Z,PT46S,3560915,92801,183,92984,2.61123896526595,0 days 00:00:46,46
auUmJ-s_YXo,professeur de français #humour,"#foryoupage️️ #pourtoi #linamei @Tatinès&Lina @Thug Chaba Vo @AFRICA LANDRY
Lina la chinoise️",UCIgisTvp5DC36TjcwE-WWRQ,22,fr,Humour à Gogo,2024-10-31T19:34:45Z,PT1M34S,1887672,68433,1204,69637,3.6890413164999005,0 days 00:01:34,94
5WKShvXqYqg,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UC6xg5d8-bW7fG-iT1CpQTuA,22,es,lixnjielaicai,2026-01-22T11:54:41Z,PT35S,544,8,0,8,1.4705882352941175,0 days 00:00:35,35
YT4T1SPZIpo,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación,,UCTYpDL7WWtFVGfnaUPNqvQg,22,en,huidehuidewo,2026-01-20T11:35:39Z,PT46S,16991,88,0,88,0.5179212524277559,0 days 00:00:46,46
m_WixdNZhos,Sketch Shows Why He's The GOAT At Madden 26!,"WATCH ME LIVE: https://www.twitch.tv/thesketchreal

FOLLOW MY SOCIALS!

🔴MAIN CHANNEL: https://www.youtube.com/@UCVi6sLM51K8kidu61o0DR_g 

🟠INSTAGRAM: https://www.instagram.com/thesketchreal 

🔵TIKTOK: https://www.tiktok.com/@thesketchreal

#sketch #thesketchreal",UCiZTtvaXnyIi4v16fQmf_oQ,24,en,Sketch VODS,2026-01-08T15:15:07Z,PT2H15M14S,3648,61,7,68,1.8640350877192982,0 days 02:15:14,8114
l49pLlaF6rA,Enfant Contre Ado#acting#sketch#humour,,UCAE6AUfsPz7m1Ub3ChejtHA,24,en,Ada890,2026-01-21T14:30:45Z,PT57S,22196,643,0,643,2.89691836366913,0 days 00:00:57,57
YK7bh1k-bSU,"This is so funny, l couldn't stop laughing #humour #butifyoucloseyoureyes #funny #gaming",,UCJtNwD2ptEKBsrXNskBNd5Q,10,en,MSW Music,2026-01-21T13:12:30Z,PT14S,10231,47,0,47,0.45938813410223833,0 days 00:00:14,14
05UACJkN37U,rating my art work 💯. #art #viral #trending #sketch,,UCPichu5JxkO_T8w1Yrq4ZJA,24,hi,Jitesh arts official ,2026-01-19T01:24:35Z,PT29S,6151,597,13,610,9.917086652576817,0 days 00:00:29,29
Pn3_KeosAWs,ON FERA PLUS JAMAIS DE TREND #couple #humour #shorts,#couple #comedie,UCDj8buiOmc8Xb0qgdJeufsw,23,fr,Oli & Meli,2025-08-26T16:01:09Z,PT8S,14148901,105123,135,105258,0.7439305710033592,0 days 00:00:08,8
0fWXOY56ffg,Un bœuf asiatique😔 #comedie #humour #drole #food #react #reaction,,UCcC5nCsn859d-nqbH2MCjUA,22,fr,Nono ,2025-11-25T17:20:11Z,PT1M57S,678764,22138,1302,23440,3.453335769133307,0 days 00:01:57,117
4eGVlFZgl8g,Sketch & TheBurntPeanut's Best Moments!,"WATCH ME LIVE: https://www.twitch.tv/thesketchreal

FOLLOW MY SOCIALS!

🔴MAIN CHANNEL: https://www.youtube.com/@UCVi6sLM51K8kidu61o0DR_g 

🟠INSTAGRAM: https://www.instagram.com/thesketchreal 

🔵TIKTOK: https://www.tiktok.com/@thesketchreal

PRIZEPICKS 💰- Signup today using code “SKETCH” & get $50 in lineups instantly when you play $5! You don’t even need to win to receive the $50 bonus, it’s guaranteed!

https://prizepicks.onelink.me/ivHR/SKETCH


#sketch #thesketchreal",UCVi6sLM51K8kidu61o0DR_g,24,en,The Sketch Real,2026-01-06T16:39:16Z,PT25M30S,30288,526,42,568,1.8753301637612254,0 days 00:25:30,1530
bl6yGFrwr0Y,Gaurav gupta stand up comedy 😎#comedy #funny #standupcomedy #shorts #shortsfeed #shortvideo,,UCqsHQGKYbVqC0vZxmTPJ6Qw,22,hi,ShortsbyAJ,2026-01-22T11:15:42Z,PT1M22S,20292,584,3,587,2.8927656219199687,0 days 00:01:22,82
9UQWipwb9sE,l'année commence bien 😭🤣😅  #family#humour #fun,,UCJsxCFwSEejhVQH644dTvTQ,23,fr,familleenxl,2026-01-06T16:45:01Z,PT1M3S,890472,28643,142,28785,3.232555318976902,0 days 00:01:03,63
JHrPt-SkqzM,😉 👻: malikoucr 😄 #humour #drole #sketch #comedie #yanis #ecole #college #lycee #augustin #prof,,UCSEip7l71aelokQGeMR8Aeg,22,es,Lucy Willis,2026-01-19T12:49:12Z,PT52S,595,4,0,4,0.6722689075630253,0 days 00:00:52,52
uisFmvDul7E,Blagues nulles mais hilarantes 😂🥕  #humor #humoristefrancais #comedy #humour #drole #standup,"Pourquoi dit-on que les carottes améliorent la vue ? Je ne sais pas. Parce qu'on n'a jamais vu des lapins avec des lunettes. Comment s'appelle le journal publié chaque semaine au Sahara ? L'hebdromadaire.
#humor #humoristefrancais #comedy #humour #drole #standup",UCIQs0qjGOmjV2jTkazCvXyQ,22,fr,comedyUp,2025-12-28T13:28:47Z,PT19S,982072,5325,38,5363,0.5460903070243323,0 days 00:00:19,19
qDf2qWSt7MQ,#resim#cizim#keşfet#trend#viral#akım#drawing#sketch#illustrative#fyp#art#artwork#viral#ölçü#cocuk#di,,UClGlYTaHjcGkzAa36zaBNYA,22,tr,Alev Şimşek,2026-01-18T18:58:33Z,PT7S,460349,3079,89,3168,0.688173537902765,0 days 00:00:07,7
T2iUA_fEidE,Elle veut m’emmener !!!  #humour #couple #fantasme #standup #humoristefrancais,"Vous auriez fait quoi à ma place ? 

Quand elle me fait une proposition comme ça devant 6000 personnes, c’est drôle, on rigole, mais c’est perturbant quand même. 

Un moment plein de culot et d’audace mais qui fait exploser de rire tout la salle dans un moment bienveillant et humoristique du spectacle. 

#humour #standup #humoriste #impro #standupcomedy #spectacle #comedy #couple #ninoarial #mariage 

🎟️ En spectacle dans toute la France 🎟️
https://nino-arial.fr


Salut, moi c’est Nino Arial 
Je suis humoriste de stand up français, comique parisien et youtubeur humoriste français. Ici, tu retrouves mes sketchs humoristes, mes sketchs drôles et courts, et toutes mes vidéos humoristes tournées dans les meilleurs comédies clubs de Paris, du Paname Comedy Club au Montreux Comedy Festival.
En 2016, j’ai quitté ma vie de bureau pour me lancer sur YouTube. Résultat : plus de 200 millions de vues plus tard, je vis maintenant de ma passion. Après les premières parties de Gad Elmaleh et Redouane Bougheraba, je me produis aujourd’hui sur scène dans mon one man show à Paris et dans une tournée des Zéniths de France !
Mon univers, c’est du stand up comédie à Paris, du théâtre d’improvisation, des sketchs originaux, et beaucoup d’autodérision. Si tu aimes le meilleur humoriste français ( ou presque 😜 ), les humoristes en spectacle, ou juste te marrer devant un humoriste homme jeune et motivé… t’es au bon endroit.
Dis-moi en commentaire ce que t’en penses, partage la vidéo si elle t’a fait rire, et abonne-toi pour ne rien rater des prochains sketchs humoristes, vidéos comiques et extraits de mon spectacle humoriste 2025.",UC_3PmpXhpgfBXuFHWaTrTfA,23,fr,Nino Arial,2025-12-18T20:00:00Z,PT1M43S,2663780,47615,733,48348,1.815014753470632,0 days 00:01:43,103
TiEnMe3bcPE,#illustration #tattoo #art #pov #procreate #drawing #whydidntmyexcomeback  #digitalart,,UCf1j5T2fQKLGVOYcbFcfFAQ,22,ru,bts ARMY,2026-01-20T08:51:30Z,PT39S,124179,1338,2,1340,1.079087446347611,0 days 00:00:39,39
tTLtVshpGpI,Shararat Song Reel vs dance #flipbook#sketch#shorts#art,,UCt85TSuYP5bQVlUyJvltBqA,22,hi,Artist Anjeet Dhami,2026-01-22T13:16:04Z,PT19S,5393,70,1,71,1.3165214166512147,0 days 00:00:19,19
8dyzZAusjjA,#humor #comedia #funny #yosoydelos7mil #humour,,UCduMquJTJtjRWRBkzP9in_A,24,en,Bin23xm,2026-01-22T08:24:07Z,PT53S,833,13,0,13,1.56062424969988,0 days 00:00:53,53
0Un7lu3mfPE,Les meilleurs sketchs d'Alban Ivanov - Compilation humour - KS,"🤣 Le meilleur d’Alban Ivanov dans une compilation 100 % fou rire !
Du foot en division 8 aux galères du quotidien, en passant par les voisins trop curieux, la gardienne portugaise et les rendez-vous avec la conseillère d’orientation, Alban balance tout avec son style inimitable 💥.
⚽ Foot raté, 🍻 mi-temps alcoolisée, 👩‍🏫 profs à bout, et 🕶️ voyage dans le futur… un cocktail explosif d’absurde et d’énergie pure !

#AlbanIvanov #Humour #StandUp #Compilation

Abonnez-vous à la chaîne 👉 https://bitly.cx/NKCC

#humour #humoristefrancais #funny",UCuvAdLm_gdMqI7Ey193JiFg,23,fr,Bloop fun ,2025-07-20T16:00:03Z,PT25M31S,801648,6343,102,6445,0.8039688242221024,0 days 00:25:31,1531
UB08HIRq_JE,Le saviez-vous ? Astuces cuisine #food  #humour  #shorts #lifehacks  #fyp,,UCJF16L3dTb7_66bqjPlHEzw,22,fr,Les objets racontent,2026-01-20T17:13:07Z,PT49S,637106,18777,80,18857,2.959790050635216,0 days 00:00:49,49
2uGHIYEIvhw,How to draw body with different weapons ✨️ pt.2 #drawing #tutorial #howtodraw #art #shorts,,UClM7Pi-jKmVoKajNLLa8EUg,22,en,zafchan_art,2025-12-09T12:01:55Z,PT18S,2078554,32198,242,32440,1.5607003715082697,0 days 00:00:18,18
_7syJ7idyhU,How to draw stickman with (power crystal & black hole) #drawing #stickman #tutorial #fpy #howtodraw,,UC-7pOx7DolfYOEwr334D_Qw,22,en,DulfoART Style,2026-01-06T15:14:09Z,PT20S,1789848,32778,233,33011,1.8443465590374155,0 days 00:00:20,20
aJ7RBrv2oGo,POV: Quand tu veux un Labubu #humour #drole #catmemes #sketch #pov,,UCe6ZPahz6y5klspydFbgn8g,23,fr,shorts2chat,2025-08-08T16:33:45Z,PT40S,1634909,42383,641,43024,2.6315837762224072,0 days 00:00:40,40
dpTy4bPz-P0,#myart #art #drawing #sketch,"drawing a shiny balloon ⭐

this drawing is mine (not ai)
#myart #art #drawing #sketch",UCFKHDfLH1Krv25TuKOYS66Q,22,en, Random Drawings☁︎★,2026-01-22T12:35:04Z,PT7S,787,24,5,29,3.6848792884371027,0 days 00:00:07,7
uCWEdHr0bTU,3 fois où Meurice démonte Pascal Praud avec humour,"Guillaume Meurice, humoriste de renom, s'exprime régulièrement sur Pascal Praud et Cnews. Il y est questionné sur différentes antennes, à chaque fois c'est une régalade.

Réduire la qualité de la vidéo.

S'abonner aux chaînes 
https://www.youtube.com/@CemilSanli
https://www.youtube.com/c/LeM%C3%A9diaOfficiel
https://www.youtube.com/@radionova

Pour changer le système :
Réclamer le RIC constituant : https://petitions.assemblee-nationale.fr/initiatives/i-2491 https://www.mouvement-constituant-populaire.fr/ 
Changer de banque: https://www.lanef.com/ https://change-de-banque.org/particulier/
Passer à l'action militante: https://extinctionrebellion.fr/ https://ripostealimentaire.fr/
Changer de travail : https://jobs.makesense.org/fr

Sources
Cemil https://www.youtube.com/watch?v=-XxK6oRR354 10/10/2025
Radio Nova https://www.youtube.com/watch?v=7Xa3fs8PhTI
le média https://www.youtube.com/watch?v=SiiGTPamLEQ
Musique https://www.youtube.com/watch?v=39PVEaSytpo

#meurice #humour #politique #extrait #ethiqueettac",UCa7klG2eM9MHpOfOvxMQpGw,27,fr,Éthique et tac,2025-11-12T17:46:57Z,PT10M18S,184912,4747,570,5317,2.875421822272216,0 days 00:10:18,618
BQPnF1CCO2M,Noël à travers les époques 🫣 #drôle #humour #noel #lesinfiltrés,,UC04lrcuQ-jLfYqigyydPu7A,23,fr,Les Infiltrés ,2025-12-26T21:05:35Z,PT1M35S,207829,11438,101,11539,5.55216067055127,0 days 00:01:35,95
LGNrkX2QkhA,Il fait pleurer de rire tout le bureau de poste#rire #blague #humour #drole #viral ,,UCWgMwjHc0uh3dI0KQTl1KoQ,22,fr,humour50,2025-07-11T19:31:23Z,PT3M2S,512596,7056,452,7508,1.4647012462055888,0 days 00:03:02,182
bVxY2_eAItg,12% complete pen drawing #art #anime #viral #drawing #drawingprocess #sketch #penart #pendrawing,"This is what patience looks like ✍️
Hours of hatching with just a pen.

Subscribe for pen art 🖊️

pen drawing
pen art
hatching drawing
cross hatching
patience art
slow art
satisfying drawing
anime pen art
line art
hand drawing

#penart #pendrawing #hatching #slowart #patience
#artprocess #lineart #drawing #artist #ytshorts
#satisfying #animeart",UCsqJDngsMggL2WspR2CX29A,22,en,Echox,2026-01-15T13:06:06Z,PT13S,38715,1453,163,1616,4.174092728916441,0 days 00:00:13,13
bXxwLuoavKU,femme et homme objet  #humour,avec Thomas Séraphine et Eloise Valli,UClef4db32FAnbNc4tCRrs-w,23,fr,Les films à l'arrache,2025-12-17T10:36:04Z,PT1M1S,263899,6674,238,6912,2.6191838544291564,0 days 00:01:01,61
AjMKH22NOoQ,Quando Você Limpa a Casa “igual Sua Cara”#pov #herramientas #sketch #gracioso #actuación,,UCb4XawLDwA5TOY9xW-hBIiw,22,pt-PT,Lmaknasga,2026-01-21T00:59:23Z,PT54S,46676,466,0,466,0.9983717542205844,0 days 00:00:54,54
Hynf7mEDips,#shorts#vapko#vtipy#brainrot#herramientas#sketch#gracioso#actuación#historia,,UCOG_0Pthkcp2J1HCuFe0hjw,24,en,Taylor,2026-01-22T06:53:32Z,PT45S,18384,521,1,522,2.839425587467363,0 days 00:00:45,45
EX1Wca-d3-w,Alexis Tramoni – Humour noir,"Alexis Tramoni – Humour noir 

Retrouvez Alexis Tramoni sur scène ! Infos et réservations 👉 https://alexistramoni.fr/#datestournee

𝙀𝙉𝙑𝙄𝙀 𝘿'𝙀𝙉𝘾𝙊𝙍𝙀 𝙋𝙇𝙐𝙎 𝘿𝙀 𝙍𝙄𝙍𝙀𝙎 ?

😂 𝙉𝙤𝙨 𝙨𝙠𝙚𝙩𝙘𝙝𝙨 : Regardez les derniers sketchs du Montreux Comedy ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6y2fCR8GepOV8Ow-XkFl_Ri

😍 𝙉𝙤𝙨 𝙨𝙥𝙚𝙘𝙩a𝙘𝙡𝙚𝙨 𝙘𝙤𝙢𝙥𝙡𝙚𝙩𝙨 : Découvrez les Galas Montreux Comedy en intégralité ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6wV81woPdc1tyl7B5y83TOR&si=MnfYO8k2qFwMGb0M

😂⚡️😂  𝙋𝙪𝙣𝙘𝙝𝙡𝙞𝙣𝙚𝙨 : 2 artistes ont pour mission de deviner la chute de blagues mythiques entendues au Montreux Comedy Festival. À voir ici ➡️ https://youtube.com/playlist?list=PL40TWjlepv_qRz4d1wM-k2mHKfZKtXgjQ

_____________________________
Envie d'assister à la prochaine édition du Montreux Comedy Festival ?
🎟️ https://bit.ly/BilletterieMCF24

Envie d'assister à notre tournée des Zéniths ?
🎟️ https://montreuxcomedy.com/fr/la-tournee 

_____________________________
⬇⬇⬇⬇ Abonne-toi ! ⬇⬇⬇⬇ 
Montreux Comedy sur YouTube : https://www.youtube.com/@MontreuxComedy
Montreux Comedy Encore sur YouTube : https://www.youtube.com/@LaReleveParMontreux
Facebook : https://www.facebook.com/Montreux.Comedy.Festival
Instagram : https://instagram.com/montreuxcomedy/
TikTok : https://www.tiktok.com/@montreuxcomedy
Threads : https://www.threads.net/@montreuxcomedy
X (ex-Twitter) : https://twitter.com/MontreuxComedy

Le sketch a été capté lors du Montreux Comedy Festival 2024.

#MontreuxComedy #Humour #Sketch #Comedy #StandUp",UCPHJfLg1VeNBsfzzTszpmmQ,23,fr,Montreux Comedy,2025-05-14T16:03:48Z,PT9M5S,649194,22092,916,23008,3.5440869755419797,0 days 00:09:05,545
y60FVvzp3gE,Victoria Beckham talking about Brooklyn’s wedding… #familyfeud #beckham #brooklyn #comedy #sketch,,UCjzJGBau69HjNlBfnBk80Vw,22,en,Paul Longley,2026-01-20T07:00:49Z,PT31S,42260,1086,50,1136,2.6881211547562707,0 days 00:00:31,31
2Whdp_032Lg,"Create fruit characters that can stand up, walk, collide #shorts #youtubeshorts","Create fruit characters that can stand up, walk, collide #shorts #youtubeshorts",UC4Uv7qJDasMoT6H18u72BJQ,22,en,Gia Han Shorts,2026-01-22T10:09:32Z,PT13S,10224,68,1,69,0.6748826291079812,0 days 00:00:13,13
ZJqEsPsUomM,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UC_7YE3JT09N62L5Pvi_lokA,24,en,Kaira 3,2026-01-22T10:04:44Z,PT46S,19268,87,0,87,0.4515258459622171,0 days 00:00:46,46
G0CqQdJY1LE,1 follow please 🥺🙏  #art #sketch #drawing #shorts #artist,"1 follow please 🥺🙏  #art #sketch #drawing #shorts #artist
.
vlog
mini vlog
mini vlogs
mini vlogs mini
vlog video
mini vlog funny mini 
vlog funny video
mini vlog 2025
mini vlog reel
funny vlog
funny mini vlog
mini vlog short
daly vlog
daly mini vlog
short video vlog
short vlog video
short vlog videos
daily vlog shorts
daily short vlog
.
#art #artist #sketch #drawing #shorts",UCSuxzROunhGccFPJOUMbocg,22,hi,_pavan_Artist_,2026-01-21T15:22:54Z,PT13S,91363,0,55,55,0.06019942427459694,0 days 00:00:13,13
GNs6wgwoZLM,Car Crash Studio is Diabolical,"turn left in 300 meters 

PLAY:  https://www.roblox.com/games/137922494025725/Car-Crash-Studio       

►Code: sketch

►Twitter: https://twitter.com/Sk3tchYT

► My Brother BANDI: http://bit.ly/2tgFP79",UCfw6CRDOg5xQsB-2QNC_KUA,20,en,Sketch,2025-12-17T16:00:00Z,PT10M44S,2407622,40025,2281,42306,1.7571695224582597,0 days 00:10:44,644
6eAr538Ak_g,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCx_oqVSKixP1MBKQJWEbhPA,24,en,Deuce Atlas,2026-01-22T09:54:22Z,PT58S,4581,122,0,122,2.6631739794804625,0 days 00:00:58,58
VZKRzZPWTTc,That Hair Sketch Looks EXACTLY Like Him💀😂,"The newsroom completely fell apart after this sketch 💀😂
How is the drawing THIS accurate?!
I swear the artist matched him a little TOO well…

If this made you laugh, you’re legally required to watch it twice 😂

#MrTwist2077 #Shorts #viral #funnyshorts #viralshorts 
#newsroom #sketch #fail #trynottolaugh #tvnews #hilarious #comedyshorts #lol #meme #relatable  #policesketch #newsbloopers #humor #comedy #trynottolaugh 

Expect the unexpected — only on → @Mr.Twist.2077

💡 Subscribe for more hilarious twists every week",UCkOQCslS8BC_zP3Cu5FQKvQ,23,en,Mr_Twist,2025-12-04T16:56:01Z,PT25S,9700694,211371,5918,217289,2.2399325244152632,0 days 00:00:25,25
dZCV6wdW55M,see easyyy #art #drawing #relatable #sketch,see easyyy #art #drawing #relatable #sketch,UCPXSOwoP5BCaXvBXjgqR5Ww,27,bn,Doodliisoul,2026-01-22T12:05:00Z,PT20S,1493,21,5,26,1.7414601473543203,0 days 00:00:20,20
xPe0TxTAcHU,❄️❄️❄️ #humour #neige #shorts,,UCWTJ5M6hUULQwSoU5KvfWMQ,24,fr,Dash2en1,2026-01-05T17:51:03Z,PT12S,2466539,35373,426,35799,1.4513859298393417,0 days 00:00:12,12
sg_xPce6rGo,Échec total 😂 on réessaie demain #fail #funny #humour,"Premier essai raté, mais on lâche rien 💪😂
Abonne-toi pour la suite",UCVJ8XlFdk1AFjLQitJ2MsFA,24,fr,dabicmr ,2026-01-20T19:06:59Z,PT47S,1258,25,12,37,2.941176470588235,0 days 00:00:47,47
r3sV3KJ9lQo,#shortvideo #humour #ai #viral,,UCNN8TaXiFYUBTC615GwNe_w,24,fr,Bboy Tony 84,2026-01-21T13:48:20Z,PT1M3S,3594,78,0,78,2.1702838063439067,0 days 00:01:03,63
AhWyAy0syXM,Ça nous ai tous déjà arrivé 😂 #humour #drole #maman #daron #veste,,UC46ZTpTW3pNQ1PWGsvOS3Pg,22,fr,wwriofnk,2025-12-23T02:40:49Z,PT59S,738041,7350,43,7393,1.0017058672892156,0 days 00:00:59,59
pTwYa1KzWYw,This Little Girl’s Sketch Is WAY Too Accurate 😂💀,"A little girl was trying to find her missing father.
All she had… was a drawing.

When the anchors saw it,
they completely lost control 😂

Somehow —
the sketch was WAY too accurate

#MrTwist2077 #Shorts #viral #funnyshorts #viralshorts #aicomedy 
#newsroom #sketch #fail #trynottolaugh #tvnews #hilarious #comedyshorts #lol #meme #relatable  #newsbloopers #humor #comedy 
#newsanchor #kidssketch #funnymoments #unexpected 

Expect the unexpected — only on → @Mr.Twist.2077

💡 Subscribe for more hilarious twists every week",UCkOQCslS8BC_zP3Cu5FQKvQ,23,en,Mr_Twist,2025-12-16T18:51:56Z,PT31S,1813559,32354,1335,33689,1.857618086866763,0 days 00:00:31,31
0t2i75fGEAs,DM for paid sketch || #shorts #sketch...,,UCmXn976uKrvuFG-PQg-FW8A,27,chr,Artist Biplab,2026-01-22T14:31:15Z,PT11S,778,18,1,19,2.442159383033419,0 days 00:00:11,11
rWxJXq2pgmU,LES JEUNES QUI FONT UN SANDWICH🥪😂#humour #shorts,,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2025-01-07T17:01:00Z,PT20S,14100455,331237,1804,333041,2.3619166899224173,0 days 00:00:20,20
nK4g-McQav4,Top 5 Laurent Baffie #top5 #drôle #laurentbaffie #humour,,UCwsOlEl28NVys2rj5QzzQiA,22,fr,Lamara 🦊,2025-12-21T09:54:18Z,PT1M1S,796955,6639,12,6651,0.8345515116913752,0 days 00:01:01,61
pbTa_2RdeA4,Drawing Stickman in different level part 8 #howtodraw #stickman #stickmandrawing #art #sketch,,UC2H97_fbM7FDpyOtWI3cSRA,22,en,Pansy Art,2025-12-27T22:25:54Z,PT23S,371339,6171,95,6266,1.6874069246699108,0 days 00:00:23,23
RwFyW4brRsE,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCM2Bl2hZGWov8QpAG1Whfsw,24,en,Rosalind,2026-01-22T10:03:43Z,PT59S,2985,79,1,80,2.680067001675042,0 days 00:00:59,59
1m4_DQXV2jk,Sketch & Cam Skattebo 1v1 On Madden 26!,"WATCH ME LIVE: https://www.twitch.tv/thesketchreal

FOLLOW MY SOCIALS!

🔴MAIN CHANNEL: https://www.youtube.com/@UCVi6sLM51K8kidu61o0DR_g 

🟠INSTAGRAM: https://www.instagram.com/thesketchreal 

🔵TIKTOK: https://www.tiktok.com/@thesketchreal

#sketch #thesketchreal",UCiZTtvaXnyIi4v16fQmf_oQ,24,en,Sketch VODS,2026-01-15T02:00:02Z,PT4H8M12S,3755,57,2,59,1.5712383488681758,0 days 04:08:12,14892
wCiQIS0uOgc,Streszczenie historii：#illustration #tattoo #art #ouet #procreate #arawing #funny #śmieszne #humour,,UC8HR9u9VOh2sAfT5k6QeD2w,22,en,Clara Sunbrook4634hg,2026-01-17T09:33:22Z,PT56S,269035,4858,11,4869,1.8098016986637426,0 days 00:00:56,56
msq3hxacWpg,Ça chauffe chez les Ricodo 😂 | PEP's #shorts #peps #humour,"🔔 Abonne toi pour ne pas manquer les épisodes de PEP's 👉 https://www.youtube.com/channel/UChprwvHP1skYhNV6gtqubjw

Les élèves désespèrent les profs, qui exaspèrent les parents, qui insupportent les profs, qui gonflent les élèves, qui mentent à leurs parents...
Qu'on la déteste ou qu'on en garde un merveilleux souvenir, qu'on y travaille ou qu'on y emmène ses enfants, qu'on veuille la supprimer ou la réinventer, l'école fait partie intégrante de notre vie…et ne laisse personne indifférent !

🎬 Retrouve tous les épisodes ici 👉https://www.youtube.com/playlistlist=PLCs1SQLq0WK0f07JGNZOfARwIub4uZn3c

#shorts #peps #humour",UChprwvHP1skYhNV6gtqubjw,23,fr,Total Series,2025-11-16T15:01:22Z,PT32S,1094104,32363,27,32390,2.9604132696708905,0 days 00:00:32,32
KfbgoNNMDWQ,C’était wouf ! 🤩#chien #drole #humour #animaux,,UCdrfoioVreUmuDQsyryDA_A,22,fr,Nami Lagolden,2025-11-29T15:00:44Z,PT1M19S,85243,4012,30,4042,4.741738324554509,0 days 00:01:19,79
jhAy4eBlXLQ,Gril Hindi Stand-up comedy #standup #comedy #youtubeshorts #funny,Gril Hindi Stand-up comedy #standup #comedy #youtubeshorts #funny #comedy #funnyshorts,UCtrv7eCX-GcT-PlkktNFCVQ,24,hi,Jokes Bazz ,2026-01-22T05:30:15Z,PT24S,1562,0,1,1,0.06402048655569782,0 days 00:00:24,24
OhgWE5IZZ_Q,Draw Faces Right #drawing #drawingtutorial #drawingtechniques #sketch #drawingtutorials #art #fyp,"want to use Loomis method step by step ??

Get the full Loomis Course here:
👉 https://sites.google.com/view/pencil1course

Master the LOOMIS METHOD and learn how to draw realistic faces in just 9 minutes!  
This step-by-step drawing tutorial is perfect for beginners who want to improve their portrait skills using clear, time-tested techniques.

In this video, you'll learn:
- How to draw portraits with correct proportions  
- Professional drawing techniques using the Loomis Method  
- Easy steps that anyone can follow  
- Shading tips and tricks for more realistic results

_______________________________________________

📷 Reference photo:  
Find it on my Pinterest – https://pin.it/1VJzQskqL

💬 Share your result:  
Post your drawing in the community tab or forum – I’d love to see it and give feedback!

👇 Don't forget to:  
Like, Share, Subscribe — and support this channel if you enjoyed it! 🙏  
See you in the next video!

📌 More from me:  
🔗 Second channel: https://www.youtube.com/@LoomisPortraitDrawing  
📸 Instagram: https://www.instagram.com/karim__drawing  
🎵 TikTok: https://www.tiktok.com/@karim_drawing

#facedrawing  #LoomisMethod #HowToDraw #PortraitDrawing  
#DrawingTutorial #ArtLesson #DrawingFaces #RealisticDrawing  
#SketchTutorial #BeginnerDrawing #ArtTips #OnePencilDrawing  
#howtodrawaface #pencildrawing",UCo0kJ_izJzH8lur8_MywZBw,27,en,One Pencil drawing,2026-01-15T16:45:37Z,PT33S,86724,2174,16,2190,2.525252525252525,0 days 00:00:33,33
0Q0qE4EPOg4,アニメ少女イラスト #イラスト #イラストメイキング #illustration,アニメ少女イラスト #イラスト #イラストメイキング #illustration,UCf2EnDJDeI_NdbzxrO9LXLg,26,ja,Aratakun,2025-12-06T13:16:24Z,PT26S,1140037,27706,174,27880,2.445534662471481,0 days 00:00:26,26
wPKxpsfZ_N8,Quand la prof écorche ton prénom #humour #pourtoi #foryou,Déjà vécu ? 🤣🤣 #humour #pourtoi #foryou,UCz7ShQpuDi_cb7UznKVW2lA,23,fr,Shayvise,2025-09-15T17:01:20Z,PT28S,2326410,85981,337,86318,3.7103520015818363,0 days 00:00:28,28
