video_id,title,description,channel_id,category_id,language,channel,published_at,duration,views,likes,comments
fRQ-ud8wxjM,giải trí #funny #happy #humour #comedy #comedyshorts #haihuoc #vuinhon #giaitri #sagawa #bome #short,giải trí #funny #happy #humour #comedy #comedyshorts #haihuoc #vuinhon #giaitri #sagawa #bome #short,UCOZ5o7b4Fu00A-poEmny4mw,23,vi,xemtogether,2026-01-19T00:04:46Z,PT16S,30460,85,1
-FnXWEC1URg,"Jarry, raciste  Ça m'a fait pleurer","Ce 18 mars, Jarry était l'invité de ""Quotidien"" sur TMC à l'occasion de son one-man-show intitulé ""Bonhomme"". A cette occasion, l'humoriste de 47 ans a évoqué certains sketchs qui choquent une poignée d'internautes lui valant d'être vigoureusement critiqué.
sourcee: https://www.public.fr/jarry-raciste-ca-ma-fait-pleurer
https://www.instagram.com/jarrytypique/reel/DHDqjO9MgM_/",UCYinlBKjtLvNGXdubWaP1LA,22,fr,AI People et faits divers,2025-03-19T14:08:13Z,PT1M14S,930001,13950,166
xGksaekkR7I,⁠@saamuel225 - Quand t’es daron en 2024 💀 #shorts #animation #humour #drole #sketch,,UC8Sgg29FRGBWuwrAeMkOAYA,22,fr,Koda,2024-11-09T17:37:53Z,PT1M1S,9906426,420291,2070
M698L0lGFOs,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCJAAptCqsGOQ00p8QE97JLw,24,en-US,Mateo,2026-01-22T11:11:18Z,PT57S,1125,36,0
TrIwHfxjlKA,Peaceful Evening Sketch 🌆 with oil Pastel | #shorts #ytshorts #eveningskydrawing #artist,"Peaceful Evening Sketch 🌆 with oil Pastel 💙💙🌤

This peaceful sky drawing shows a calm evening scene with birds sitting on electric wires under a blue sky 🌅🐦
The artwork represents silence, relaxation, and aesthetic nature vibes through simple pencil and color shading.

This drawing video is perfect for people who love peaceful art, sky drawings, bird drawings, and aesthetic sketching.
It is created for art lovers who enjoy calm visuals, relaxing drawings, and creative shorts content.

If you like drawing shorts, art videos, and aesthetic sketches,
don’t forget to Like, Share, and Subscribe for more such creative artwork 🎨✨


Keywords (naturally included)

peaceful drawing, sky drawing, bird drawing, aesthetic drawing, evening sky art, calm art, drawing shorts, art shorts, pencil drawing, relaxing art, creative drawing, YouTube Shorts art

how to draw scenery oil pastel
oil pastel art
step by step drawing
o draw landscape art
oil pastel color
drawing for beginner
natural scenery drawing
easy drawing
drawing tutorial
simple drawing
easy drawing tutorial
drawing material
oil pastel color
how to drawing river
how to drawing House
#drawing​ #painting​ #new​ #art​ #landscape​ #sketch​ #oilpastel​ #artist​ #artoftheday​ #viralvideo​ #shorts​ #reels​ #ytshorts​ #new​ #oillandscape​
oil pastel se drawing
oil pastel scenery drawing video
beautiful scenery drawing easy
easy oil pastel drawing
how to make a beautiful drawing with oil pastels
nature painting easy oil pastel colour
easy oil pastel drawing for competition
aesthetic scenery drawing oil pastel
beautiful oil pastel drawing
sunset scenery drawing watercolor easy
drawing pictures of nature with oil pastels
best drawing with oil pastel colour easy
creative scenery drawing with oil pastels
oil pastel and acrylic colour drawing
easy scenery drawing step by step
shading drawing with oil pastel colour easy
river drawing with oil pastels
folk art drawing with oil pastels
how to draw with oil pastels
nature drawing oil pastel for competition
easy landscape drawing with oil pastel colour
easy drawing with oil pastels for beginners
scenery drawing ideas with oil pastels
how to make drawing with oil pastel colour
how to make an easy drawing with oil pastels
oil pastel drawing nature easy step by step
beautiful landscape drawing with oil pastels
oil pastel colour drawing easy and beautiful
hard scenery drawing with oil pastels
drawing nature with oil pastel
oil pastel colour realistic drawing
day scenery drawing with oil pastels
oil pastel and pencil colour drawing
hill scenery drawing with oil pastels
creative drawing ideas with oil pastels
how to draw anything with oil pastels
oil pastel drawing short video
how to draw a sunset with oil pastels
aesthetic scenery drawing oil pastel
drawing pictures with oil pastels
easy drawing for beginners with oil pastels
best sunset drawing with oil pastels
beautiful drawing of nature with oil pastels
drawing with oil pastel colour easy and beautiful
oil pastel landscape tutorial
easy drawing with oil pastel and watercolor
how to use oil pastels for beginners
oil pastel drawing sunset beach easy
beautiful realistic oil pastel drawing
scenery drawing with watercolor and oil pastel
Oil pastel drawing scenery easy
Oil pastel drawing sunset easy
How to draw with oil pastels
How to draw beautiful scenery art
Beautiful nature drawing with oil pastels
Simple oil pastel drawing for beginners
Village scenery drawing with oil pastels
Girl scenery drawing with oil pastels
Easy sunset landscape painting
Tropical sunset acrylic painting tutorial
easy drawing with pencil
how to make beautiful drawing with oil pastels
easy oil pastel drawing for kids
realistic oil pastel scenery drawing
oil pastel nature drawing for beginners
oil pastel drawing for competition
oil pastel drawing village scenery easy
pastel colour drawing tutorial
scenery painting easy step by step
oil pastel and pencil colour drawing
how to paint with oil pastels
easy scenery drawing for kids
scenery drawing for class 6 with oil pastels
oil pastel drawing
oil pastel colour
oil pastel colour drawing
oil pastel painting
oil pastel drawing easy
oil pastel drawing for beginners
oil pastel scenery drawing
oil pastel scenery
oil pastel drawing realistic
oil pastel drawing sunset",UCF0xasw3RuINu25x-rYSP7w,22,hi,Art by Dev,2026-01-22T14:14:49Z,PT35S,544,8,1
0jgSe6G5a5s,François Damiens L'ACCUSE DE FAUDER devant des clients 🤣 #shorts #humour #drole #rire #blague #viral,"Dans cette caméra cachée culte et virale de François Damiens. François l'Embrouille se fait aujourd'hui passer pour un employé d'une boucherie. Face à une dame il fait croire de façon très drôle et humoristique que celle-ci cherche à doubler autres clients et donc frauder le passage dans sa boucherie. Une caméra cachée et un prank devenu célèbre face à la réaction comique hilarante des piéger qui marque la carrière d'humoriste de François Damiens. 

#shorts #shortsyoutube #humour #caméracachée #francoisdamiens #fyp",UCkPkpni62zdfSRy3mhlfReg,24,fr,Sarge Rediffusions,2026-01-21T11:00:02Z,PT38S,61009,1028,22
vQBF7YuG4BE,Office vs Marriage 😬 | Leave Policy vs Mood Policy | Hindi Stand-Up Comedy,"Office vs Marriage 😬 | Leave Policy vs Mood Policy | Hindi Stand-Up Comedy


Office has a clear leave policy.
Marriage has a mood policy 😬

This Hindi stand-up comedy short shows the funny and relatable
difference between office life and married life that many people experience.

In office, you apply for leave.
In marriage, you wait for the mood 😂

If you enjoy Hindi stand-up comedy,
married life jokes,
office vs marriage humor,
and relatable Indian comedy shorts,
watch till the end and enjoy the punchline 🎤😄

👉 LIKE if you relate  
👉 COMMENT if you’ve faced “mood policy” in real life  
👉 SHARE with friends who will understand this joke  
👉 FOLLOW / SUBSCRIBE for more Hindi stand-up
 comedy shorts  

⚠️ Disclaimer:
This video is created purely for entertainment purposes.
All characters and situations are fictional.
Any resemblance to real persons or situations is purely coincidental.
This content is not intended to offend or hurt anyone.

#HindiComedy
#StandUpComedy
#OfficeVsMarriage
#MarriageHumor
#MarriedLife
#RelatableComedy
#IndianHumor
#ComedyShorts
#YouTubeShorts",UCCbUF1kjaWNYLJL1iwTZuxA,23,hi,Silent Crowd,2026-01-22T15:00:00Z,PT17S,526,4,0
4vFPI9RazhM,jubilé Aïcha Rassoul❤ #duo #actualités #humour #seneweb #football #afrique #abonnetoi,,UCVs3ZaT61cI5Yd9rtHywKCA,25,wo,FLASH INFOS TV,2026-01-19T02:02:50Z,PT8S,16491,341,4
ZIhNW07uI7A,VOL de VOITURE en Bretagne avec Lafesse 😂🚙 #humour #drole #viral #pourtoi #fyp,"Dans cette vidéo virale de type caméra cachée de l'humoriste française Jean-Yves Lafesse, un vieil homme inconnu qui voulait alors juste se garer dans un parking quelconque va être approché par Jean-Yves Lafesse et son équipe de tournage qui vont le féliciter et lui annoncer qu'il est la millionième à se garer ici. La caméra cachée va alors prendre un tournant lorsque Lafesse va lentement se diriger au volant du véhicule avant le prendre la fuite avec.

#shorts #shortsyoutube #blague #caméracachée",UCkPkpni62zdfSRy3mhlfReg,24,fr,Sarge Rediffusions,2026-01-07T15:01:06Z,PT54S,3178660,40242,533
nsPJSpnF2RI,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UC3pO5QWc2puhjyGhgdJ-TsQ,22,en,Alexa Galicia,2026-01-20T13:23:59Z,PT49S,11830,65,0
3zoCzLT4am0,For Real 😂 #memes #popular #viral #funnymemes #relatable #related #shorts #ronaldo #humour #meme,,UCyIzD_MX0ng84HxptEJvZww,22,hi,Toxic Game ,2026-01-22T15:21:24Z,PT7S,285,0,1
3fC7kgKUplQ,1M € À 23K 😂😭 #shorts #humour,,UCOVDxqXOxKUXr1rNFgk1ymw,22,fr,clip2you,2026-01-21T17:08:47Z,PT55S,1127,0,0
u2f0lmtRL2o,Por favor comparte con tus amigos#pov #herramientas #sketch  #gracioso #actuación#historias,,UC543MDYhWhaRqbbrWTq5Kng,22,ru,Huu Khanh Huynh,2026-01-18T14:02:28Z,PT35S,635172,8834,81
qtNnpbE0850,"800 € pour faire cette horreur, arnaque ou opportunité ? #reaction #humour #btp #travaux #renovation",,UCzNlP92G-yQFt9wB0NPQ7qg,24,fr,Vivien Roulin,2025-11-29T19:32:41Z,PT20S,14383,47,13
dZWUSI9t3fA,Bonne année à tous les Français ! #Humour #LesGuignols #Shorts,"#LesGuignols sur les réseaux sociaux :
- Facebook : https://www.facebook.com/GuignolsInfo
- Instagram : https://www.instagram.com/lesguignols/
- X : https://x.com/LesGuignols
- Snapchat : Les Guignols

Retrouvez l'intégralité des émissions Génération Guignols ici : https://can.al/GenerationGuignols",UC1-myiFo9wGsPCcuEjNds_A,23,fr,Les Guignols - CANAL+,2026-01-02T17:01:07Z,PT31S,180911,3366,43
oj94hvErYiM,Oupsiii 😁#chien #goldenretriever #drole #humour #chiot,,UCdrfoioVreUmuDQsyryDA_A,22,fr,Nami Lagolden,2025-10-23T16:01:23Z,PT1M8S,789816,15914,78
-34X1Li68w8,Un passage au péage très mouvementé. 🤣,,UCzsdGXNzB9m0wXZwU05Fiyg,22,fr,Crossthememory,2025-02-13T17:03:54Z,PT47S,3027349,81437,432
htV71cqPsRE,"Cinna, Agent and Sketch Work Dirty Jobs at The Alveus Sanctuary | Maya Supervises",,UC6fCVshwWSDhVP9aAVF11tg,22,en,Shimmy Wimmies,2026-01-14T21:48:19Z,PT1H24M45S,15518,396,22
vG2UeTqEVEI,DRAWING STICKMAN IN DIFFERENT LEVELS 🔥🤯 #stickman #drawing #sketch #tutorial,"drawing 
stickman 
how to draw 
sketch",UCc8JDGCBSGMjdWCYitNyiAw,26,hi,Uzumaki PROJECT ,2026-01-05T03:31:00Z,PT18S,1605119,16904,126
XUVdu6wA2qw,"LOW SCHOOL MUSICAL (2010) - Jamel Debbouze, Florence Foresti #humour  #jameldebbouze","Dans un lycée tranquille du Massachusetts la guerre fait rage entre les premiers et les derniers de la classe...
Sketch de MADE IN JAMEL (2010) avec Jamel Debbouze, Florence Foresti, Jalal el Bayed, Bun-Hay Mean, Alban Ivanov, Malik Bentalha, Wahid Bouzidi, Shirley Souagnon, Sebastien Dédominicis, Marianne Duvoux, Bacary Diame, By Vang, Audrey Gallochat, Aurélie Veruni, Estelle Truc, Florence Veruni, Elodie Grancamp, Ivana Andelkovic, Mathilde Pouillart, Laurent Bozzi.

Made in Jamel est une série de sketches de l’humoriste français Jamel Debbouze, sorti le 1er décembre 2010 avec Sophie Mounicot, Gad Elmaleh, Florence Foresti, Stromae, Elie Semoun, Didier Bourdon, Audrey Lamy, David Pujadas et la Troupe du Jamel Comedy Club.

Kissman Productions présente :
MADE IN JAMEL
Jamel, au top de sa forme, invite les stars de l'humour dans des sketches délirants : il tente de retrouver la belle Guenièvre avec Sieur Gad Elmaleh, il déclare sa flamme à Florence Foresti dans une comédie musicale digne de Broadway, il attaque la Russie pour séduire sa belle First Lady Didier Bourdon, il forme le duo le plus explosif du hard rock avec Elie Semoun... Des personnages cultes, des vannes qui déchirent, des chansons qui tuent : DU PUR MADE IN JAMEL

#humour #memes #funny #jameldebbouze",UCStN50pL6nWeNlP3oyDTzYw,23,fr,Jamel TV,2025-11-30T17:10:00Z,PT45S,1261632,10897,198
zgpNi_u8qes,pas d'inspiration :/ #zenitsu#humour#chp,,UCNbgxaerBx3DLOUuctFcPcw,22,fr,Ma_kaka <3,2026-01-21T16:15:11Z,PT16S,707,19,1
PWnCCUBKMRQ,Lips drawing SIMPLE TO PRO #howtodraw #art #drawing #artist #shorts,,UCppOJuYizlXMvnYznRLWUng,22,en,Palette Portfolio,2025-12-17T17:55:37Z,PT17S,12228940,98674,445
cAjfoLN1_Wo,Tu préfère avec ou sans maquillage 💄 #argent #cadeau #humour,,UCKNOFPTMtgOTPHYIU03SGAg,22,fr,Le Lyonnais,2025-12-11T17:07:13Z,PT1M11S,1441526,38625,5175
WbXEkICQB38,#humour #funnyimages #lifeisbutadream #haveitoldyoulatelythatiloveyou #sketch #gaming #funnymemes,,UCwqyvSKOFxQq2ax025B2HXQ,22,fr,Isaiah Red,2026-01-20T12:07:22Z,PT58S,8117,233,0
2KDP1hLhS8c,Top 5 Laurent Baffie #top5 #drôle #laurentbaffie #humour,,UCwsOlEl28NVys2rj5QzzQiA,22,fr,Lamara 🦊,2026-01-05T17:20:51Z,PT1M8S,280924,2780,3
rso4jKxH4Cg,Zakir Khans Top 3 Stand up specials!,"We'll miss you @ZakirKhan  wishing you the best! ❤️

[Zakir Khan, Zakir Khan break from comedy, Zakir Khan stand up specials, Best Zakir Khan comedy specials, Zakir Khan latest update, Zakir Khan comeback, Kaksha Gyarvi Zakir Khan, Zakir Khan Kaksha Gyarvi review, Haq Se Single Zakir Khan, Zakir Khan Haq Se Single special, Tathastu Zakir Khan, Zakir Khan Tathastu emotional stories, Relatable Indian stand up comedy, Emotional stand up comedy India, Indian comedy that makes you cry, Stand up comedy about family, Comedy about school life India, Comedy for single people India, Zakir Khan comedy videos, Indian stand up comedy specials, Zakir Khan YouTube videos]

#zakirkhan #comedyvideos #standup #news #bollywood #bestmoments #recommendation",UC1nkqEeADQO9LfukGyACbBw,22,hi,Vitamin Pop,2026-01-22T11:50:21Z,PT1M6S,857,72,0
JoE7T-Fh95Y,How to draw couple body poses ✨️ #drawing #art #howtodraw #tutorial #sketch,,UClM7Pi-jKmVoKajNLLa8EUg,22,en-US,zafchan_art,2025-12-11T13:25:35Z,PT22S,2343609,45549,265
2rqrFFzaUPw,LES JEUNES ET LA CUISINE🍳😂#humour #shorts,,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2024-11-19T17:00:06Z,PT22S,14513648,398613,3032
JLsKVPmm_zM,Rien n'est perdu ! 😅🤣 #family #humour #fun,,UCJsxCFwSEejhVQH644dTvTQ,23,fr,familleenxl,2025-12-27T10:45:05Z,PT1M2S,1510125,32371,160
gC2C2SZo7_I,Drawing Stickman in different levels #stickman #drawing #art #howtodraw #stickmandrawing #shorts,Drawing Stickman in different levels #stickman #drawing #art #howtodraw #stickmandrawing #shorts,UC4sZoAqzA-7Mi02rw0AAPOQ,26,en-IN,SketchtownYT,2026-01-12T13:57:44Z,PT21S,117222,1552,12
U5k1emAeM18,VENGEANCE ! 😈#chien #drole #goldenretriever #animaux #humour,,UCdrfoioVreUmuDQsyryDA_A,22,fr,Nami Lagolden,2025-12-26T16:00:46Z,PT1M6S,489536,10248,65
2_F6CxSJMdY,Watch till the end 💗✨ #cinematic #art #drawing #sketch #artist,,UCqn6cuUCj699lVjEBZ9AKRA,24,hi,chirag art,2026-01-21T12:32:02Z,PT18S,1616,48,10
UzlFWrxETTg,UN JEUNE FAIT UNE GIGA DINGUERIE🏈🤣#humour #shorts,,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2025-06-06T16:00:46Z,PT7S,7692626,82647,1162
oY-TadDmUdI,easy ganesha colour drawing #drawing #art #sketch #sketch #easy #easydrawing #draw #shorts,"easy ganesha colour drawing #drawing #art #sketch #sketch #easy #easydrawing #draw #shorts


#drawing #art #easy#shorts 


ॐ नमो भगवते वासुदेवाय नमः 



easy lord ganesha drawing, lord ganesha drawing easy, ganesha drawing easy, easy drawing of lord ganesha, easy drawing of ganesha, easy ganesh drawing, #easy ganesh drawing, ganesh drawing easy, drawing easy ganesh chaturthi, ganesh ji easy drawing, easy drawing ganesh ji, #easy drawing of lord ganesh, ganesh ji drawing with acrylic colour, ganesh ji face drawing easy, ganesh chaturthi drawing easy, ganesh drawing very easy, ganesh ji drawing very easy, ganesh chaturthi drawing very easy, gamesh drawing easy",UCfjuGuOv1AjyuXLodHe7Kzw,27,en-US,sketch art official,2026-01-22T14:25:24Z,PT53S,390,0,0
BicHLXgCm7I,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCrQs9GscajzIi0Oho8OmCsw,22,en,Baade Elise,2026-01-22T14:13:25Z,PT58S,991,8,0
UrwvyyY7isk,#pourtoi #eliotlehanneur #sketch #videodrole #fake #humour #drole,,UCxWzn_77HrYQiEA6ArD9FGg,22,fr,Rumfola Lepretre,2026-01-06T08:45:50Z,PT59S,538634,12913,7
IdmuXbmfGV4,Copine vs console 😂 | PEP's #shorts #peps #humour,"🔔 Abonne toi pour ne pas manquer les épisodes de PEP's 👉 https://www.youtube.com/channel/UChprwvHP1skYhNV6gtqubjw

Les élèves désespèrent les profs, qui exaspèrent les parents, qui insupportent les profs, qui gonflent les élèves, qui mentent à leurs parents...
Qu'on la déteste ou qu'on en garde un merveilleux souvenir, qu'on y travaille ou qu'on y emmène ses enfants, qu'on veuille la supprimer ou la réinventer, l'école fait partie intégrante de notre vie…et ne laisse personne indifférent !

🎬 Retrouve tous les épisodes ici 👉https://www.youtube.com/playlistlist=PLCs1SQLq0WK0f07JGNZOfARwIub4uZn3c

#shorts #peps #humour",UChprwvHP1skYhNV6gtqubjw,23,fr,Total Series,2025-11-26T16:00:30Z,PT46S,3560915,92801,183
auUmJ-s_YXo,professeur de français #humour,"#foryoupage️️ #pourtoi #linamei @Tatinès&Lina @Thug Chaba Vo @AFRICA LANDRY
Lina la chinoise️",UCIgisTvp5DC36TjcwE-WWRQ,22,fr,Humour à Gogo,2024-10-31T19:34:45Z,PT1M34S,1887672,68433,1204
5WKShvXqYqg,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UC6xg5d8-bW7fG-iT1CpQTuA,22,es,lixnjielaicai,2026-01-22T11:54:41Z,PT35S,544,8,0
YT4T1SPZIpo,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación,,UCTYpDL7WWtFVGfnaUPNqvQg,22,en,huidehuidewo,2026-01-20T11:35:39Z,PT46S,16991,88,0
m_WixdNZhos,Sketch Shows Why He's The GOAT At Madden 26!,"WATCH ME LIVE: https://www.twitch.tv/thesketchreal

FOLLOW MY SOCIALS!

🔴MAIN CHANNEL: https://www.youtube.com/@UCVi6sLM51K8kidu61o0DR_g 

🟠INSTAGRAM: https://www.instagram.com/thesketchreal 

🔵TIKTOK: https://www.tiktok.com/@thesketchreal

#sketch #thesketchreal",UCiZTtvaXnyIi4v16fQmf_oQ,24,en,Sketch VODS,2026-01-08T15:15:07Z,PT2H15M14S,3648,61,7
l49pLlaF6rA,Enfant Contre Ado#acting#sketch#humour,,UCAE6AUfsPz7m1Ub3ChejtHA,24,en-US,Ada890,2026-01-21T14:30:45Z,PT57S,22196,643,0
YK7bh1k-bSU,"This is so funny, l couldn't stop laughing #humour #butifyoucloseyoureyes #funny #gaming",,UCJtNwD2ptEKBsrXNskBNd5Q,10,en,MSW Music,2026-01-21T13:12:30Z,PT14S,10231,47,0
05UACJkN37U,rating my art work 💯. #art #viral #trending #sketch,,UCPichu5JxkO_T8w1Yrq4ZJA,24,hi,Jitesh arts official ,2026-01-19T01:24:35Z,PT29S,6151,597,13
7bB8wXJLbtY,Combinación de comida rara #nanyflow #viralvideo #shorts #comedia #humour #viralshort #viral,,UCYKH5nPhWZQsg9AXU0W1KLw,22,N/A,Yeiny Moreta,2026-01-21T16:29:54Z,PT25S,29359,1422,30
Pn3_KeosAWs,ON FERA PLUS JAMAIS DE TREND #couple #humour #shorts,#couple #comedie,UCDj8buiOmc8Xb0qgdJeufsw,23,fr,Oli & Meli,2025-08-26T16:01:09Z,PT8S,14148901,105123,135
0fWXOY56ffg,Un bœuf asiatique😔 #comedie #humour #drole #food #react #reaction,,UCcC5nCsn859d-nqbH2MCjUA,22,fr,Nono ,2025-11-25T17:20:11Z,PT1M57S,678764,22138,1302
4eGVlFZgl8g,Sketch & TheBurntPeanut's Best Moments!,"WATCH ME LIVE: https://www.twitch.tv/thesketchreal

FOLLOW MY SOCIALS!

🔴MAIN CHANNEL: https://www.youtube.com/@UCVi6sLM51K8kidu61o0DR_g 

🟠INSTAGRAM: https://www.instagram.com/thesketchreal 

🔵TIKTOK: https://www.tiktok.com/@thesketchreal

PRIZEPICKS 💰- Signup today using code “SKETCH” & get $50 in lineups instantly when you play $5! You don’t even need to win to receive the $50 bonus, it’s guaranteed!

https://prizepicks.onelink.me/ivHR/SKETCH


#sketch #thesketchreal",UCVi6sLM51K8kidu61o0DR_g,24,en,The Sketch Real,2026-01-06T16:39:16Z,PT25M30S,30288,526,42
bl6yGFrwr0Y,Gaurav gupta stand up comedy 😎#comedy #funny #standupcomedy #shorts #shortsfeed #shortvideo,,UCqsHQGKYbVqC0vZxmTPJ6Qw,22,hi,ShortsbyAJ,2026-01-22T11:15:42Z,PT1M22S,20292,584,3
9UQWipwb9sE,l'année commence bien 😭🤣😅  #family#humour #fun,,UCJsxCFwSEejhVQH644dTvTQ,23,fr,familleenxl,2026-01-06T16:45:01Z,PT1M3S,890472,28643,142
JHrPt-SkqzM,😉 👻: malikoucr 😄 #humour #drole #sketch #comedie #yanis #ecole #college #lycee #augustin #prof,,UCSEip7l71aelokQGeMR8Aeg,22,es,Lucy Willis,2026-01-19T12:49:12Z,PT52S,595,4,0
uisFmvDul7E,Blagues nulles mais hilarantes 😂🥕  #humor #humoristefrancais #comedy #humour #drole #standup,"Pourquoi dit-on que les carottes améliorent la vue ? Je ne sais pas. Parce qu'on n'a jamais vu des lapins avec des lunettes. Comment s'appelle le journal publié chaque semaine au Sahara ? L'hebdromadaire.
#humor #humoristefrancais #comedy #humour #drole #standup",UCIQs0qjGOmjV2jTkazCvXyQ,22,fr,comedyUp,2025-12-28T13:28:47Z,PT19S,982072,5325,38
qDf2qWSt7MQ,#resim#cizim#keşfet#trend#viral#akım#drawing#sketch#illustrative#fyp#art#artwork#viral#ölçü#cocuk#di,,UClGlYTaHjcGkzAa36zaBNYA,22,tr,Alev Şimşek,2026-01-18T18:58:33Z,PT7S,460349,3079,89
T2iUA_fEidE,Elle veut m’emmener !!!  #humour #couple #fantasme #standup #humoristefrancais,"Vous auriez fait quoi à ma place ? 

Quand elle me fait une proposition comme ça devant 6000 personnes, c’est drôle, on rigole, mais c’est perturbant quand même. 

Un moment plein de culot et d’audace mais qui fait exploser de rire tout la salle dans un moment bienveillant et humoristique du spectacle. 

#humour #standup #humoriste #impro #standupcomedy #spectacle #comedy #couple #ninoarial #mariage 

🎟️ En spectacle dans toute la France 🎟️
https://nino-arial.fr


Salut, moi c’est Nino Arial 
Je suis humoriste de stand up français, comique parisien et youtubeur humoriste français. Ici, tu retrouves mes sketchs humoristes, mes sketchs drôles et courts, et toutes mes vidéos humoristes tournées dans les meilleurs comédies clubs de Paris, du Paname Comedy Club au Montreux Comedy Festival.
En 2016, j’ai quitté ma vie de bureau pour me lancer sur YouTube. Résultat : plus de 200 millions de vues plus tard, je vis maintenant de ma passion. Après les premières parties de Gad Elmaleh et Redouane Bougheraba, je me produis aujourd’hui sur scène dans mon one man show à Paris et dans une tournée des Zéniths de France !
Mon univers, c’est du stand up comédie à Paris, du théâtre d’improvisation, des sketchs originaux, et beaucoup d’autodérision. Si tu aimes le meilleur humoriste français ( ou presque 😜 ), les humoristes en spectacle, ou juste te marrer devant un humoriste homme jeune et motivé… t’es au bon endroit.
Dis-moi en commentaire ce que t’en penses, partage la vidéo si elle t’a fait rire, et abonne-toi pour ne rien rater des prochains sketchs humoristes, vidéos comiques et extraits de mon spectacle humoriste 2025.",UC_3PmpXhpgfBXuFHWaTrTfA,23,fr,Nino Arial,2025-12-18T20:00:00Z,PT1M43S,2663780,47615,733
TiEnMe3bcPE,#illustration #tattoo #art #pov #procreate #drawing #whydidntmyexcomeback  #digitalart,,UCf1j5T2fQKLGVOYcbFcfFAQ,22,ru,bts ARMY,2026-01-20T08:51:30Z,PT39S,124179,1338,2
tTLtVshpGpI,Shararat Song Reel vs dance #flipbook#sketch#shorts#art,,UCt85TSuYP5bQVlUyJvltBqA,22,hi,Artist Anjeet Dhami,2026-01-22T13:16:04Z,PT19S,5393,70,1
8dyzZAusjjA,#humor #comedia #funny #yosoydelos7mil #humour,,UCduMquJTJtjRWRBkzP9in_A,24,en-US,Bin23xm,2026-01-22T08:24:07Z,PT53S,833,13,0
0Un7lu3mfPE,Les meilleurs sketchs d'Alban Ivanov - Compilation humour - KS,"🤣 Le meilleur d’Alban Ivanov dans une compilation 100 % fou rire !
Du foot en division 8 aux galères du quotidien, en passant par les voisins trop curieux, la gardienne portugaise et les rendez-vous avec la conseillère d’orientation, Alban balance tout avec son style inimitable 💥.
⚽ Foot raté, 🍻 mi-temps alcoolisée, 👩‍🏫 profs à bout, et 🕶️ voyage dans le futur… un cocktail explosif d’absurde et d’énergie pure !

#AlbanIvanov #Humour #StandUp #Compilation

Abonnez-vous à la chaîne 👉 https://bitly.cx/NKCC

#humour #humoristefrancais #funny",UCuvAdLm_gdMqI7Ey193JiFg,23,fr,Bloop fun ,2025-07-20T16:00:03Z,PT25M31S,801648,6343,102
UB08HIRq_JE,Le saviez-vous ? Astuces cuisine #food  #humour  #shorts #lifehacks  #fyp,,UCJF16L3dTb7_66bqjPlHEzw,22,fr,Les objets racontent,2026-01-20T17:13:07Z,PT49S,637106,18777,80
2uGHIYEIvhw,How to draw body with different weapons ✨️ pt.2 #drawing #tutorial #howtodraw #art #shorts,,UClM7Pi-jKmVoKajNLLa8EUg,22,en-US,zafchan_art,2025-12-09T12:01:55Z,PT18S,2078554,32198,242
_7syJ7idyhU,How to draw stickman with (power crystal & black hole) #drawing #stickman #tutorial #fpy #howtodraw,,UC-7pOx7DolfYOEwr334D_Qw,22,en,DulfoART Style,2026-01-06T15:14:09Z,PT20S,1789848,32778,233
aJ7RBrv2oGo,POV: Quand tu veux un Labubu #humour #drole #catmemes #sketch #pov,,UCe6ZPahz6y5klspydFbgn8g,23,fr,shorts2chat,2025-08-08T16:33:45Z,PT40S,1634909,42383,641
dpTy4bPz-P0,#myart #art #drawing #sketch,"drawing a shiny balloon ⭐

this drawing is mine (not ai)
#myart #art #drawing #sketch",UCFKHDfLH1Krv25TuKOYS66Q,22,en, Random Drawings☁︎★,2026-01-22T12:35:04Z,PT7S,787,24,5
